Source,Title,Description,City,Venue,Address,Latitude,Longitude,Start DateTime,End DateTime,Category,Min Price,Max Price,Popularity,Ticket URL,Last Updated,Age Group,Accessibility,Event Format
TufaanTicket,Workshop Event b8e23590,A thrilling workshop experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-02-12 13:00:00,2025-02-12 16:00:00,Workshop,17,118,0.5808172476363603,https://tufanticket.com/event/b8e23590,2025-03-22T03:04:56.637334,18+,Not Specified,Online
TufaanTicket,Concert Event 3f9f1c89,A thrilling concert experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-01-08 17:00:00,2025-01-08 20:00:00,Concert,49,90,0.7451283112945423,https://tufanticket.com/event/3f9f1c89,2025-03-22T03:04:56.637387,21+,Hearing Assistance Available,Hybrid
TufaanTicket,Concert Event 23c0fff4,A thrilling concert experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-01-27 15:00:00,2025-01-27 19:00:00,Concert,57,126,0.7925557302420299,https://tufanticket.com/event/23c0fff4,2025-03-22T03:04:56.637435,All Ages,Not Specified,In-Person
TufaanTicket,Comedy Event c7eb9d2f,A thrilling comedy experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-10-02 13:00:00,2025-10-02 15:00:00,Comedy,45,155,0.3630871294050122,https://tufanticket.com/event/c7eb9d2f,2025-03-22T03:04:56.637468,18+,Hearing Assistance Available,Online
TufaanTicket,Food & Drink Event 5025c77d,A thrilling food & drink experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-05-14 18:00:00,2025-05-14 19:00:00,Food & Drink,24,139,0.5902564498160157,https://tufanticket.com/event/5025c77d,2025-03-22T03:04:56.637511,All Ages,Not Specified,Hybrid
TufaanTicket,Theater Event 4f1a0bf4,A thrilling theater experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-07-10 18:00:00,2025-07-10 23:00:00,Theater,83,237,0.22581489650129816,https://tufanticket.com/event/4f1a0bf4,2025-03-22T03:04:56.637744,18+,Wheelchair Accessible,Online
TufaanTicket,Gaming Event 0af69d22,A thrilling gaming experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-05-14 16:00:00,2025-05-14 19:00:00,Gaming,100,260,0.16691179551986857,https://tufanticket.com/event/0af69d22,2025-03-22T03:04:56.637804,18+,Not Specified,In-Person
TufaanTicket,Workshop Event e2a9bb06,A thrilling workshop experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-10-02 10:00:00,2025-10-02 12:00:00,Workshop,57,115,0.9705837821362591,https://tufanticket.com/event/e2a9bb06,2025-03-22T03:04:56.637861,21+,Not Specified,Online
TufaanTicket,Networking Event 1f57c71d,A thrilling networking experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-03-19 20:00:00,2025-03-20 01:00:00,Networking,92,278,0.07457960016337706,https://tufanticket.com/event/1f57c71d,2025-03-22T03:04:56.637912,21+,Not Specified,Online
TufaanTicket,Networking Event 1ba63a8c,A thrilling networking experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-09-17 21:00:00,2025-09-18 02:00:00,Networking,85,124,0.5370210274556916,https://tufanticket.com/event/1ba63a8c,2025-03-22T03:04:56.637944,21+,Wheelchair Accessible,Online
TufaanTicket,Food & Drink Event 6fd01206,A thrilling food & drink experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-04-16 21:00:00,2025-04-16 22:00:00,Food & Drink,25,82,0.6193495213750116,https://tufanticket.com/event/6fd01206,2025-03-22T03:04:56.638000,21+,Hearing Assistance Available,In-Person
TufaanTicket,Technology Event 2b273cac,A thrilling technology experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-12-27 17:00:00,2025-12-27 20:00:00,Technology,51,251,0.35898689184484867,https://tufanticket.com/event/2b273cac,2025-03-22T03:04:56.638020,18+,Not Specified,Hybrid
TufaanTicket,Theater Event b93eb807,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-06-06 15:00:00,2025-06-06 16:00:00,Theater,90,179,0.11313950134002337,https://tufanticket.com/event/b93eb807,2025-03-22T03:04:56.638041,All Ages,Not Specified,Hybrid
TufaanTicket,Sports Event ba52bcf8,A thrilling sports experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-08-07 13:00:00,2025-08-07 15:00:00,Sports,40,132,0.9757855162895577,https://tufanticket.com/event/ba52bcf8,2025-03-22T03:04:56.638081,21+,Hearing Assistance Available,In-Person
TufaanTicket,Concert Event 243aac81,A thrilling concert experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-08-05 15:00:00,2025-08-05 20:00:00,Concert,89,200,0.4349980683454341,https://tufanticket.com/event/243aac81,2025-03-22T03:04:56.638119,21+,Wheelchair Accessible,In-Person
TufaanTicket,Concert Event be45b482,A thrilling concert experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-01-05 20:00:00,2025-01-06 00:00:00,Concert,54,141,0.6896000268454419,https://tufanticket.com/event/be45b482,2025-03-22T03:04:56.638149,18+,Hearing Assistance Available,In-Person
TufaanTicket,Networking Event da57cbff,A thrilling networking experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-01-10 17:00:00,2025-01-10 21:00:00,Networking,46,211,0.5605792936908902,https://tufanticket.com/event/da57cbff,2025-03-22T03:04:56.638196,18+,Wheelchair Accessible,Online
TufaanTicket,Gaming Event c19d18a7,A thrilling gaming experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-04-18 13:00:00,2025-04-18 16:00:00,Gaming,22,151,0.3034421458434773,https://tufanticket.com/event/c19d18a7,2025-03-22T03:04:56.638225,21+,Hearing Assistance Available,Online
TufaanTicket,Sports Event adbedaa9,A thrilling sports experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-05-21 22:00:00,2025-05-22 00:00:00,Sports,38,76,0.3121563599104713,https://tufanticket.com/event/adbedaa9,2025-03-22T03:04:56.638263,18+,Not Specified,In-Person
TufaanTicket,Technology Event 41248515,A thrilling technology experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-04-26 11:00:00,2025-04-26 13:00:00,Technology,49,190,0.7723967214409909,https://tufanticket.com/event/41248515,2025-03-22T03:04:56.638301,21+,Not Specified,Hybrid
TufaanTicket,Theater Event fc0488c1,A thrilling theater experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-06-02 19:00:00,2025-06-03 00:00:00,Theater,71,147,0.06265972847449897,https://tufanticket.com/event/fc0488c1,2025-03-22T03:04:56.638336,All Ages,Wheelchair Accessible,Hybrid
TufaanTicket,Festival Event 84064a07,A thrilling festival experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-07-15 20:00:00,2025-07-15 23:00:00,Festival,17,185,0.6562274054919442,https://tufanticket.com/event/84064a07,2025-03-22T03:04:56.638373,18+,Not Specified,In-Person
TufaanTicket,Sports Event 97252608,A thrilling sports experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-07-12 10:00:00,2025-07-12 11:00:00,Sports,31,109,0.3088429999321143,https://tufanticket.com/event/97252608,2025-03-22T03:04:56.638409,21+,Wheelchair Accessible,In-Person
TufaanTicket,Food & Drink Event 3d3d5abd,A thrilling food & drink experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-06-26 11:00:00,2025-06-26 16:00:00,Food & Drink,86,210,0.3417940998858412,https://tufanticket.com/event/3d3d5abd,2025-03-22T03:04:56.638427,18+,Wheelchair Accessible,Hybrid
TufaanTicket,Food & Drink Event 47e2163e,A thrilling food & drink experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-02-01 18:00:00,2025-02-01 22:00:00,Food & Drink,80,121,0.5978239942440381,https://tufanticket.com/event/47e2163e,2025-03-22T03:04:56.638459,All Ages,Not Specified,In-Person
TufaanTicket,Workshop Event f60b33a3,A thrilling workshop experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-12-26 13:00:00,2025-12-26 18:00:00,Workshop,91,225,0.4404707734415426,https://tufanticket.com/event/f60b33a3,2025-03-22T03:04:56.638496,All Ages,Not Specified,In-Person
TufaanTicket,Food & Drink Event d952df63,A thrilling food & drink experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-02-18 19:00:00,2025-02-18 21:00:00,Food & Drink,83,230,0.27981568917851163,https://tufanticket.com/event/d952df63,2025-03-22T03:04:56.664023,18+,Wheelchair Accessible,Hybrid
TufaanTicket,Theater Event f2a4b7d2,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-01-15 12:00:00,2025-01-15 17:00:00,Theater,99,213,0.1138661543062377,https://tufanticket.com/event/f2a4b7d2,2025-03-22T03:04:56.664091,18+,Not Specified,In-Person
TufaanTicket,Comedy Event 71c8d28a,A thrilling comedy experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-02-17 15:00:00,2025-02-17 18:00:00,Comedy,49,95,0.30405956992104255,https://tufanticket.com/event/71c8d28a,2025-03-22T03:04:56.664133,18+,Hearing Assistance Available,Online
TufaanTicket,Festival Event e20cb98c,A thrilling festival experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-05-25 10:00:00,2025-05-25 13:00:00,Festival,16,210,0.4501631889864849,https://tufanticket.com/event/e20cb98c,2025-03-22T03:04:56.664170,18+,Wheelchair Accessible,In-Person
TufaanTicket,Comedy Event 31f673da,A thrilling comedy experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-07-04 20:00:00,2025-07-04 21:00:00,Comedy,84,133,0.23783508107225237,https://tufanticket.com/event/31f673da,2025-03-22T03:04:56.664204,All Ages,Not Specified,Hybrid
TufaanTicket,Theater Event 4889a4a2,A thrilling theater experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-03-22 10:00:00,2025-03-22 14:00:00,Theater,73,189,0.8998350326808909,https://tufanticket.com/event/4889a4a2,2025-03-22T03:04:56.664243,18+,Hearing Assistance Available,Hybrid
TufaanTicket,Sports Event e5acbe80,A thrilling sports experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-06-15 20:00:00,2025-06-16 01:00:00,Sports,93,199,0.48548343877977473,https://tufanticket.com/event/e5acbe80,2025-03-22T03:04:56.664282,21+,Wheelchair Accessible,Hybrid
TufaanTicket,Technology Event 950f97a9,A thrilling technology experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-07-20 12:00:00,2025-07-20 14:00:00,Technology,97,233,0.7631657967287419,https://tufanticket.com/event/950f97a9,2025-03-22T03:04:56.664323,18+,Hearing Assistance Available,In-Person
TufaanTicket,Food & Drink Event e8fa39e9,A thrilling food & drink experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-02-16 10:00:00,2025-02-16 13:00:00,Food & Drink,86,155,0.30693309862045803,https://tufanticket.com/event/e8fa39e9,2025-03-22T03:04:56.664345,18+,Not Specified,Hybrid
TufaanTicket,Networking Event f9a0a824,A thrilling networking experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-04-23 13:00:00,2025-04-23 18:00:00,Networking,87,287,0.23887058352180068,https://tufanticket.com/event/f9a0a824,2025-03-22T03:04:56.664364,18+,Wheelchair Accessible,Hybrid
TufaanTicket,Workshop Event 6720c73f,A thrilling workshop experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-08-13 10:00:00,2025-08-13 15:00:00,Workshop,34,136,0.19169792427741517,https://tufanticket.com/event/6720c73f,2025-03-22T03:04:56.664385,18+,Hearing Assistance Available,Online
TufaanTicket,Food & Drink Event 61fd43b0,A thrilling food & drink experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-08-26 18:00:00,2025-08-26 22:00:00,Food & Drink,14,133,0.7357030009656815,https://tufanticket.com/event/61fd43b0,2025-03-22T03:04:56.664412,All Ages,Hearing Assistance Available,In-Person
TufaanTicket,Food & Drink Event 5c536915,A thrilling food & drink experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-11-13 16:00:00,2025-11-13 17:00:00,Food & Drink,31,79,0.5112321773496803,https://tufanticket.com/event/5c536915,2025-03-22T03:04:56.664461,21+,Not Specified,Online
TufaanTicket,Gaming Event 1ac1abcd,A thrilling gaming experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-07-18 17:00:00,2025-07-18 19:00:00,Gaming,69,249,0.6577541493856767,https://tufanticket.com/event/1ac1abcd,2025-03-22T03:04:56.664478,18+,Wheelchair Accessible,Hybrid
TufaanTicket,Networking Event e01166ef,A thrilling networking experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-06-01 14:00:00,2025-06-01 15:00:00,Networking,50,235,0.7000026890817341,https://tufanticket.com/event/e01166ef,2025-03-22T03:04:56.664506,All Ages,Not Specified,In-Person
TufaanTicket,Festival Event 47ce8baa,A thrilling festival experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-09-11 17:00:00,2025-09-11 18:00:00,Festival,82,210,0.4291528125200562,https://tufanticket.com/event/47ce8baa,2025-03-22T03:04:56.664523,All Ages,Wheelchair Accessible,In-Person
TufaanTicket,Food & Drink Event c195ab45,A thrilling food & drink experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-04-21 19:00:00,2025-04-21 20:00:00,Food & Drink,21,119,0.8614072576964487,https://tufanticket.com/event/c195ab45,2025-03-22T03:04:56.664542,All Ages,Wheelchair Accessible,In-Person
TufaanTicket,Gaming Event 4b68190e,A thrilling gaming experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-07-04 13:00:00,2025-07-04 14:00:00,Gaming,19,193,0.2568462848015266,https://tufanticket.com/event/4b68190e,2025-03-22T03:04:56.664561,18+,Not Specified,Online
TufaanTicket,Concert Event 92f62a24,A thrilling concert experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-05-28 12:00:00,2025-05-28 13:00:00,Concert,34,59,0.12525253715450735,https://tufanticket.com/event/92f62a24,2025-03-22T03:04:56.664590,21+,Wheelchair Accessible,In-Person
TufaanTicket,Comedy Event 880fa5d6,A thrilling comedy experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-09-24 21:00:00,2025-09-25 00:00:00,Comedy,48,80,0.6781260055287661,https://tufanticket.com/event/880fa5d6,2025-03-22T03:04:56.664636,All Ages,Not Specified,In-Person
TufaanTicket,Food & Drink Event 1189d44c,A thrilling food & drink experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-05-18 19:00:00,2025-05-19 00:00:00,Food & Drink,56,98,0.010181353900610701,https://tufanticket.com/event/1189d44c,2025-03-22T03:04:56.664666,18+,Not Specified,Online
TufaanTicket,Gaming Event 625e2341,A thrilling gaming experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-07-22 16:00:00,2025-07-22 17:00:00,Gaming,30,178,0.550711588688629,https://tufanticket.com/event/625e2341,2025-03-22T03:04:56.664683,All Ages,Not Specified,In-Person
TufaanTicket,Technology Event 929a6752,A thrilling technology experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-10-26 14:00:00,2025-10-26 17:00:00,Technology,32,89,0.35205557496923046,https://tufanticket.com/event/929a6752,2025-03-22T03:04:56.664700,All Ages,Wheelchair Accessible,Online
TufaanTicket,Food & Drink Event cc114d00,A thrilling food & drink experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-12-08 22:00:00,2025-12-09 03:00:00,Food & Drink,48,247,0.11704218661920773,https://tufanticket.com/event/cc114d00,2025-03-22T03:04:56.664741,21+,Hearing Assistance Available,In-Person
TufaanTicket,Gaming Event fedbf4c4,A thrilling gaming experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-03-11 19:00:00,2025-03-12 00:00:00,Gaming,60,162,0.07161160034789438,https://tufanticket.com/event/fedbf4c4,2025-03-22T03:04:56.664757,18+,Wheelchair Accessible,In-Person
TufaanTicket,Gaming Event 38405e8e,A thrilling gaming experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-02-03 12:00:00,2025-02-03 16:00:00,Gaming,57,99,0.9454539651001816,https://tufanticket.com/event/38405e8e,2025-03-22T03:04:56.664774,All Ages,Wheelchair Accessible,Online
TufaanTicket,Gaming Event fed15992,A thrilling gaming experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-09-17 17:00:00,2025-09-17 18:00:00,Gaming,43,121,0.6167373360838678,https://tufanticket.com/event/fed15992,2025-03-22T03:04:56.664791,All Ages,Not Specified,Hybrid
TufaanTicket,Technology Event 5c9a13a4,A thrilling technology experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-12-15 18:00:00,2025-12-15 22:00:00,Technology,79,232,0.5275509935428654,https://tufanticket.com/event/5c9a13a4,2025-03-22T03:04:56.664809,All Ages,Not Specified,Online
TufaanTicket,Theater Event c4392f31,A thrilling theater experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-12-10 10:00:00,2025-12-10 13:00:00,Theater,93,259,0.29527048267488687,https://tufanticket.com/event/c4392f31,2025-03-22T03:04:56.664829,All Ages,Not Specified,In-Person
TufaanTicket,Sports Event 3a5ffbd1,A thrilling sports experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-03-03 14:00:00,2025-03-03 17:00:00,Sports,72,221,0.926150566873696,https://tufanticket.com/event/3a5ffbd1,2025-03-22T03:04:56.664871,All Ages,Wheelchair Accessible,Online
TufaanTicket,Technology Event ef2b278e,A thrilling technology experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-01-01 14:00:00,2025-01-01 17:00:00,Technology,68,101,0.5671621145151311,https://tufanticket.com/event/ef2b278e,2025-03-22T03:04:56.664890,18+,Not Specified,Hybrid
TufaanTicket,Theater Event 38d1a001,A thrilling theater experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-12-26 17:00:00,2025-12-26 20:00:00,Theater,40,77,0.7917605595627623,https://tufanticket.com/event/38d1a001,2025-03-22T03:04:56.664907,18+,Wheelchair Accessible,Hybrid
TufaanTicket,Theater Event 281df85f,A thrilling theater experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-07-15 10:00:00,2025-07-15 11:00:00,Theater,19,42,0.976229189579595,https://tufanticket.com/event/281df85f,2025-03-22T03:04:56.664927,All Ages,Wheelchair Accessible,In-Person
TufaanTicket,Networking Event 9f449254,A thrilling networking experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-06-17 10:00:00,2025-06-17 15:00:00,Networking,80,153,0.2593744384369948,https://tufanticket.com/event/9f449254,2025-03-22T03:04:56.664967,21+,Wheelchair Accessible,Online
TufaanTicket,Sports Event e3334e6f,A thrilling sports experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-05-25 10:00:00,2025-05-25 11:00:00,Sports,38,179,0.02185771258849556,https://tufanticket.com/event/e3334e6f,2025-03-22T03:04:56.664983,21+,Not Specified,In-Person
TufaanTicket,Food & Drink Event 6d3e25d7,A thrilling food & drink experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-03-27 19:00:00,2025-03-27 20:00:00,Food & Drink,60,196,0.9684956283726739,https://tufanticket.com/event/6d3e25d7,2025-03-22T03:04:56.665041,18+,Wheelchair Accessible,Online
TufaanTicket,Theater Event f6545563,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-02-24 20:00:00,2025-02-24 23:00:00,Theater,61,177,0.7918345408465709,https://tufanticket.com/event/f6545563,2025-03-22T03:04:56.665087,All Ages,Hearing Assistance Available,In-Person
TufaanTicket,Gaming Event 2e45009a,A thrilling gaming experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-12-03 11:00:00,2025-12-03 14:00:00,Gaming,55,115,0.3048874239997865,https://tufanticket.com/event/2e45009a,2025-03-22T03:04:56.665112,21+,Not Specified,In-Person
TufaanTicket,Concert Event d3986ab9,A thrilling concert experience happening at Hollywood Bowl in Los Angeles.,Los Angeles,Hollywood Bowl,"2301 N Highland Ave, Los Angeles, CA",34.1125,-118.339,2025-09-11 15:00:00,2025-09-11 20:00:00,Concert,25,167,0.38258964909678705,https://tufanticket.com/event/d3986ab9,2025-03-22T03:04:56.665130,18+,Not Specified,In-Person
TufaanTicket,Food & Drink Event f68bec8f,A thrilling food & drink experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-11-14 10:00:00,2025-11-14 12:00:00,Food & Drink,44,158,0.09458118068814647,https://tufanticket.com/event/f68bec8f,2025-03-22T03:04:56.665146,All Ages,Not Specified,Online
TufaanTicket,Food & Drink Event 77b46d29,A thrilling food & drink experience happening at Madison Square Garden in New York.,New York,Madison Square Garden,"4 Pennsylvania Plaza, New York, NY",40.7505,-73.9934,2025-12-28 13:00:00,2025-12-28 15:00:00,Food & Drink,98,271,0.15221340406475603,https://tufanticket.com/event/77b46d29,2025-03-22T03:04:56.665167,18+,Hearing Assistance Available,Online
TufaanTicket,Theater Event 3516fec1,A thrilling theater experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-08-21 22:00:00,2025-08-22 01:00:00,Theater,38,67,0.8494950358302739,https://tufanticket.com/event/3516fec1,2025-03-22T03:04:56.665185,21+,Hearing Assistance Available,Hybrid
TufaanTicket,Workshop Event 827c01b2,A thrilling workshop experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-11-09 12:00:00,2025-11-09 17:00:00,Workshop,86,283,0.4747794999369883,https://tufanticket.com/event/827c01b2,2025-03-22T03:04:56.665202,All Ages,Wheelchair Accessible,Online
TufaanTicket,Sports Event 124a59a4,A thrilling sports experience happening at Hard Rock Stadium in Miami.,Miami,Hard Rock Stadium,"347 Don Shula Dr, Miami Gardens, FL",25.957,-80.2388,2025-01-26 16:00:00,2025-01-26 17:00:00,Sports,14,78,0.20870938236839887,https://tufanticket.com/event/124a59a4,2025-03-22T03:04:56.665217,18+,Not Specified,In-Person
TufaanTicket,Comedy Event 11fb647e,A thrilling comedy experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-01-23 15:00:00,2025-01-23 16:00:00,Comedy,26,67,0.196189067706534,https://tufanticket.com/event/11fb647e,2025-03-22T03:04:56.665245,18+,Wheelchair Accessible,In-Person
TufaanTicket,Comedy Event 3814fc82,A thrilling comedy experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-12-17 11:00:00,2025-12-17 16:00:00,Comedy,37,79,0.7085356685206725,https://tufanticket.com/event/3814fc82,2025-03-22T03:04:56.665335,21+,Hearing Assistance Available,Hybrid
TufaanTicket,Food & Drink Event 72ce69c2,A thrilling food & drink experience happening at Chase Center in San Francisco.,San Francisco,Chase Center,"1 Warriors Way, San Francisco, CA",37.768,-122.387,2025-06-20 10:00:00,2025-06-20 14:00:00,Food & Drink,54,185,0.9846395942860017,https://tufanticket.com/event/72ce69c2,2025-03-22T03:04:56.665400,All Ages,Not Specified,Hybrid
TufaanTicket,Theater Event 378cc449,A thrilling theater experience happening at United Center in Chicago.,Chicago,United Center,"1901 W Madison St, Chicago, IL",41.8807,-87.6742,2025-05-25 22:00:00,2025-05-26 01:00:00,Theater,69,134,0.34232299998362703,https://tufanticket.com/event/378cc449,2025-03-22T03:04:56.665434,18+,Wheelchair Accessible,Online
